num_pages,ratings_count,text_reviews_count,publication_year,average_rating
288,61346,2135,2015,4.784758098020069
226,1535,2181,2004,3.0725692671744507
331,98975,84,2021,4.812785813969099
112,91457,4707,1997,4.52230816734173
266,26760,3481,1971,3.3404585891786684
738,5184,846,1976,3.3709926610035508
510,82297,509,2016,4.547828999821142
659,13607,147,1962,3.6608156033878836
154,72695,2107,1994,5.0
148,83907,3706,1959,5.0
560,45639,1895,1958,5.0
434,7591,2767,2003,3.5573331497137683
454,50292,3930,1976,5.0
567,80495,1910,1983,4.265329486860502
525,63988,2620,1950,4.015285028167548
758,73709,3996,1981,3.4695981971161567
694,9177,1459,2020,3.151459607647456
486,21053,556,2016,4.489388663398755
72,77019,4686,1969,4.301323035312643
614,67989,2013,1984,3.793314912866574
726,23921,2106,1966,4.347660543784354
763,37667,713,1967,3.6942322118365456
507,24960,2413,1994,4.280183431815047
132,21295,1635,2002,3.8249948081870335
194,77575,3341,2017,5.0
134,90974,4743,2014,5.0
127,87366,2988,1950,4.391950556014181
506,21527,4746,2007,3.8093766475617676
50,27183,2849,1975,3.8611651968978173
100,87146,3394,1969,5.0
734,57472,2669,1959,3.9439950962806822
766,44164,1871,2008,3.639150938316959
495,7913,2866,1990,3.208979702648756
498,31698,695,1954,4.092028538373557
537,93206,4293,2014,4.430742016545642
83,27182,1629,1966,4.81785801978083
397,29341,4653,1971,3.589323365025376
144,96314,1441,1990,4.244015298778184
121,44669,885,2017,4.840371095019925
600,11845,4723,2018,4.706529132132156
203,26129,2471,1960,3.8999926916756658
299,13125,1375,2005,3.9839361071114783
723,14388,1253,2000,3.678580910462179
487,89286,172,1970,5.0
167,6640,1984,1975,3.270519434109682
355,97868,3301,1968,5.0
317,82058,279,2009,4.778417160557298
103,68978,641,2020,4.408365717929517
285,41946,915,1996,3.2752496558418938
438,76032,3481,2020,4.331717687936138
783,17582,3263,1975,3.9034906847011723
450,23511,2024,1989,3.440105585193038
673,51075,1651,1954,4.568439602581071
352,60645,214,1970,5.0
256,78897,591,1953,4.519241691635777
278,52407,850,1972,4.6917933482114025
627,3193,1729,1964,3.152881246259516
124,77358,2653,1957,4.222495666842189
484,22142,2307,1990,3.343533354057371
152,53030,884,1968,4.4909964596700735
471,44513,699,1995,5.0
753,93723,4010,1977,4.792620767633861
787,97983,3151,2017,3.643991866968369
355,33856,1432,1964,3.8787750749285257
147,53368,681,1986,4.368423171437756
384,39314,1181,1950,4.003174400799496
484,81971,3736,2016,5.0
496,28702,953,1973,4.772989911405885
357,53431,1459,1976,4.49107375545308
298,49001,3747,1989,3.9921563210789914
215,63516,2549,2012,3.828557917289461
530,32296,3969,2010,3.373383806189231
384,5726,4270,1985,3.7384528781838706
591,7524,2371,1973,3.864001184319347
155,12957,3662,1973,4.4164931035713755
612,20082,3680,1953,4.416826134821925
130,77061,1763,2016,3.525891527520823
182,2080,2362,1983,3.8009286244561657
187,48390,1948,2006,3.6057402296301113
233,26531,380,1998,3.446407881805937
450,85076,4958,2002,5.0
379,82811,4489,1972,3.4982833081922844
557,26485,1941,2018,3.9709180019643964
118,38258,434,2002,3.527881126395304
595,23119,4734,2011,4.8743665091916695
102,18739,904,1990,4.207866060182357
499,85630,607,2006,3.8913226917159
254,21663,3072,2009,4.113273656651779
175,39441,2346,2003,4.6603672181250015
796,5876,4698,2019,4.945644249741494
92,36544,1697,2006,3.623787588247404
160,69016,582,1959,5.0
712,8811,2100,1989,4.912705561775083
232,74418,3679,1956,5.0
144,83070,4282,1987,4.686577832878208
423,85653,4634,2010,4.6883178383377055
569,30807,1643,1952,3.9606042820627128
409,39210,1527,2000,4.701034153460875
745,61888,4303,1996,4.372325384555803
330,82979,2667,2017,4.770169824391246
244,38927,3658,1987,4.0517378368455725
244,5755,4958,1985,4.491795578630801
716,44959,3598,1990,4.873954045779246
142,53725,1547,2018,3.5617556410083226
721,52198,3147,1962,4.927100222307969
110,15351,107,2007,4.157421819185996
683,626,3225,1999,4.6924648258678285
100,68860,4540,1979,4.207234258293816
452,47937,4742,2011,3.9979962894720273
54,11636,3760,1974,4.888357371504656
515,28641,3167,1976,3.6456811440013506
653,79183,4693,2000,5.0
731,51127,353,2006,4.2239217904384105
583,34631,4676,1996,4.201512273635512
454,8812,620,1988,3.6610389012236833
562,65555,1737,1965,4.474174367605745
694,74844,2300,1971,4.025001988964979
282,5209,1864,2003,3.104608855709442
573,49368,2618,1970,3.791074404795054
395,54715,2089,2021,3.2865959711821757
95,82603,2334,1965,5.0
595,29859,4637,2008,5.0
127,85808,1187,1980,4.219762869127826
779,60212,1101,1991,4.758091004002803
122,26689,4989,2023,3.825185427121939
298,30115,2801,1981,4.49290600507522
96,29109,1759,2008,4.756544943555123
170,83409,2685,1983,5.0
263,62146,791,1958,4.11145313914329
288,26243,3058,1960,4.697937053356042
105,6254,2115,1959,3.563156949310362
399,21904,3877,1966,5.0
156,41788,4986,2017,3.2606799726728406
97,64388,4552,1997,4.529306972387252
622,51295,2123,2001,4.575733415897145
386,20681,3980,1974,4.479595478337879
75,52748,2001,1970,3.5047685912745266
306,30187,1077,2014,5.0
57,50030,1587,2012,3.612756932859935
674,33081,1021,2000,4.41107074786341
302,69398,2284,1985,3.792675588739443
741,46267,4879,2015,3.8459901290457448
768,75404,1824,1964,4.470299370451764
352,43508,2436,1988,4.052135876206667
688,39599,4412,2019,3.5186364598005464
105,52369,4884,1950,3.6039694175899353
775,38659,2561,1972,4.029770317837451
575,74419,3667,1988,4.887018511003276
523,95417,17,2006,5.0
77,96447,2565,1983,3.6509537149736024
127,48887,485,1990,4.030877698206566
265,35588,2221,2022,3.378602113992838
435,74541,494,1962,3.4062481018801862
414,74763,4664,2019,4.697611572526863
715,22531,2295,1955,4.317662136655789
575,61781,4573,2001,3.6352400613901823
748,63583,3535,1952,3.7858461578581335
361,49253,3349,2012,3.2939171488649492
56,6468,2832,1998,4.702265487621991
52,27524,4953,1996,5.0
672,45104,2934,2004,3.4966557808283314
799,83969,268,2013,3.883198866031557
412,88752,292,2014,5.0
557,57085,1908,2016,5.0
323,50169,4145,1964,4.090340808214518
555,52426,2986,1981,3.363626831149295
788,81161,2277,2017,3.484978614534902
64,23498,3210,1967,4.265502630920853
241,98493,622,1992,4.278728438478223
680,50961,697,1984,3.312354703009249
534,75997,3700,2007,4.5468549207557984
77,82005,622,1982,3.4330240754201973
763,68677,2317,1963,4.918458882666259
88,65741,3023,1983,3.941886505432368
322,9178,1791,2010,3.1264501027513276
280,25103,2601,1953,4.3023400521520845
135,62868,2706,2008,4.110010885240229
523,51147,3968,1978,5.0
175,71726,584,1955,4.44737194063841
586,57760,1920,1998,3.8395558764878537
194,49886,3614,1989,4.668547412163529
574,2025,679,2014,3.553118734425589
261,84076,4374,2018,5.0
74,26115,1293,1976,3.880144413468308
629,33420,933,1955,4.266997695699752
443,64981,1135,1962,3.4263634161686367
116,90927,1539,2013,4.307314344898696
282,26389,1604,2011,4.7967988682393505
158,3489,256,1968,4.628759374019445
195,25783,3721,1992,3.5776759950292822
160,13729,1570,2023,3.5208691045451483
277,61650,2410,1969,4.943156828782655
160,24926,2253,2017,4.985546600108029
519,26730,3874,1993,3.324500269836206
83,98862,1949,1972,4.3949022724463
672,46263,3079,1951,3.906445833713211
418,98611,236,1971,5.0
797,66535,3557,2006,3.50004450424793
644,11753,274,2021,3.4810733537259404
603,28061,1405,1956,4.645376497402329
474,82041,3567,2005,3.513186873170631
662,74237,655,2016,4.35661244144139
567,33762,3000,1965,4.053186282684232
741,98918,1909,2000,4.163867620629643
331,56546,2514,2021,4.0721463122521975
369,21388,2782,1961,4.1669239349110745
787,95181,1164,2002,3.7990970245922693
492,36977,597,1954,4.3290544167209335
364,15413,4581,1976,4.688003712091324
790,80985,1831,1961,4.925635961117794
426,72815,995,1966,3.672224657241487
338,10426,4089,1955,3.3506790323721214
486,1660,3358,1954,3.544656711146457
711,79248,3841,2006,4.1187702086077635
326,83286,1251,1977,4.233741319767638
759,26845,199,2018,4.493748413487318
631,31990,990,2008,3.2734645638832403
552,20122,1708,1982,3.1700520868634077
673,52679,1725,2011,4.047469228065909
565,70416,2603,1999,4.7467457058646865
399,83947,4146,1968,3.807009018712453
495,28480,4443,2018,4.425545797874451
399,2456,1108,2015,3.531948076008722
656,70426,2336,1996,5.0
713,92547,3257,1988,5.0
186,89999,905,2017,4.045001818876554
292,20149,1684,1982,3.5608293160622915
592,75817,2919,1962,4.2020572154329106
89,16182,940,2003,3.562050918598606
278,761,4394,1956,4.348576342893464
597,37512,733,1963,4.839869599717967
272,3020,2950,1968,4.361298771751966
55,91294,1099,2003,5.0
371,60415,4588,1969,4.0963495950747815
517,79661,945,1978,3.711321681648343
781,9046,2305,1973,4.5211753573192075
124,94342,165,2012,4.193112287028784
53,45600,1080,2023,4.570760740784978
695,16409,1968,2006,3.623411722848861
167,55330,2511,1957,3.4393751088189823
655,98756,4229,2011,5.0
553,30127,3840,1978,3.4631827644198148
623,72641,864,2023,5.0
490,59421,649,1966,5.0
243,1056,2248,2015,4.592921281486802
764,74231,1612,1955,4.6903575753491324
441,48008,451,2007,4.395884760335609
75,78439,4638,2018,5.0
484,26063,1346,1977,3.709319265852685
222,39543,3710,2011,4.1332674137589915
349,99359,958,1990,4.73605232021923
